PART_NO,VILLAGE,SECTION_NO,SECTION_ADDRESS
247,Latara,4,"Choudhariyo Ka Bera ,Latada"
247,Latara,5,"Talab Vali Gali ,Latada"
247,Latara,6,"Kumharo Ka Bas Dusari Gali ,Latada"
247,Latara,7,"Kumharo Ka Bas Chakki Vali Gali ,Latada"
247,Latara,8,"School Vali Gali ,Latada"
247,Latara,9,"Bera Pipaliyan ,Latada"
247,Latara,10,"Kalaka mata road ,Latada"
247,Latara,11,"Naleshvar Marg ,Latada"
247,Latara,12,"Sat Khejadi ,Latada"
247,Latara,13,"Naleshvar ,Latada"
248,Latara,1,"Kumharo Ka Bas ,Latada"
248,Latara,2,"Mataji Chowk ,Latada"
248,Latara,3,"Bhilo Ka Bas-1 ,Latada"
248,Latara,4,"Akariya Chowk ,Latada"
248,Latara,5,"Rabari Bas ,Latada"
248,Latara,6,"Bhilo Ka Bas-2 ,Latada"
248,Latara,7,"Jaino Ka Bas ,Latada"
248,Latara,8,"Rabariyo Ka Bas ,Latada"
248,Latara,9,"Holi Chowk ,Latada"
248,Latara,10,"Jaino Ka Bas ,Latada"
248,Latara,11,"Sutharon Ka Mohalla ,Latada"
248,Latara,12,"Vaishnav Gali ,Latada"
248,Latara,13,"Noukhara ,Latada"
248,Latara,14,"Ravla ,Latada"
248,Latara,15,"Jain Mou. ,Latada"
249,Lunawa,1,"Shanichar Ki Gali ,Lunava"
249,Lunawa,2,"Ganesh Ji Ki Gali ,Lunava"
249,Lunawa,3,"New Colony Maharana Pratap Gali V Kateshvar Road ,Lunava"
250,Lunawa,1,"Modi Bas ,Lunava"
250,Lunawa,2,"Dakaghar Gali ,Lunava"
250,Lunawa,3,"Chakki Bas-1 ,Lunava"
250,Lunawa,4,"Gulabas ,Lunava"
250,Lunawa,5,"Aravala Bas ,Lunava"
250,Lunawa,6,"Bali Road ,Lunava"
250,Lunawa,7,"Sonaro Ka Bas ,Lunava"
250,Lunawa,8,"Thakur Ji Mandir Ke Bas ,Lunava"
250,Lunawa,9,"Bari Bas ,Lunava"
250,Lunawa,10,"Chakki Bas-2 ,Lunava"
250,Lunawa,11,"Kotadi Bas ,Lunava"
250,Lunawa,12,"Luharo Ka Bas ,Lunava"
250,Lunawa,13,"Kalaka Ji Ka Bas ,Lunava"
250,Lunawa,14,"Ashapura Bas, Lunava"
250,Lunawa,15,"Sosayati Bas ,Lunava"
250,Lunawa,16,"Main Bazar ,Lunava"
250,Lunawa,17,"Baribas ,Lunava"
250,Lunawa,18,"Bichali Bas ,Lunava"
250,Lunawa,19,"Bhato Ka Bas ,Lunava"
250,Lunawa,20,"Luharo Ka Bas ,Lunava"
251,Lunawa,1,"Ranga Swamiyon Ki Gali ,Lunava"
251,Lunawa,2,"Dhal upar Hariom Chowk ,Lunava"
251,Lunawa,3,"Rebariyo Ka Bas, Lunava"
251,Lunawa,4,"Rebariyo Ka Bas Kumharo Ka Bas ,Lunava"
251,Lunawa,5,Lunava
251,Lunawa,6,"Jogiyo Ka Bas ,Lunava"
251,Lunawa,7,"Meeno Ka Vas Kateshvar Road ,Lunava"
251,Lunawa,8,"Arat Ghachi Maliyon Ka Vas ,Lunava"
252,Lunawa,1,"CharBhuja Bas ,Lunava"
252,Lunawa,2,"Chakki Bas ,Lunava"
252,Lunawa,3,"Khojali Bas ,Lunava"
252,Lunawa,4,"Saravali Bas ,Lunava"
252,Lunawa,5,"Choudhariyo Ka Bas ,Lunava"
253,Lunawa,1,"Meghavalo Evan Ramdev Ji Ka Bas ,Lunava"
253,Lunawa,2,"Maliyon Env Menno Ka Vas ,Lunava"
253,Lunawa,3,"Sadadi Road V Tanki Ke Pas Ankariya ,Lunava"
253,Lunawa,4,"Ambedkar Nagar New Colony ,Lunava"
253,Lunawa,5,"New Colony School Ke Pichhe ,Lunava"
253,Lunawa,6,"Meghavalo Ka Bas, Jogiyo Ka Bas ,Lunava"
253,Lunawa,7,"Naiyo Ka Bas ,Lunava"
254,Peepla,1,"Nada N. 1 ,Pipala"
254,Peepla,2,"Gamaro Ki Phali ,Pipala"
254,Peepla,3,"Nada N. 2 ,Pipala"
254,Peepla,4,"Bhagal ,Pipala"
254,Peepla,5,"Kamandariya Phali ,Pipala"
254,Peepla,6,"Gadiya Vas ,Pipala"
254,Peepla,7,"Digapipala ,Pipala"
254,Peepla,8,"Thal Kala ,Pipala"
254,Peepla,9,"Visantari Phali ,Pipala"
254,Peepla,10,"School Ke Pas ,Pipala"
254,Peepla,11,"School Ke Samne ,Pipala"
255,Peepla,1,"Guda Khanra ,Pipala"
255,Peepla,2,"Kaneriyo Ki Nal ,Pipala"
255,Peepla,3,"Matavali Phali ,Pipala"
255,Peepla,4,"Dharmshala Ke Pas ,Pipala"
255,Peepla,5,"Dhavali ,Pipala"
255,Peepla,6,"Valiya Phali ,Pipala"
255,Peepla,7,"Jamela ,Pipala"
255,Peepla,8,"Jaragaji Varali ,Pipala"
255,Peepla,9,"Anganavadi Bhawan Pas ,Pipala"
256,Guda Gumansingh,1,"Guda Devi Singh ,Guda Devi Singh"
256,Guda Gumansingh,2,"Meeno Ka Bas ,Guda Guman Singh"
256,Guda Gumansingh,3,"Rajputon Ka Bas-1 ,Guda Guman Singh"
256,Guda Gumansingh,4,"Gosvamiyo Ka Bas ,Guda Guman Singh"
256,Guda Gumansingh,5,"Rajputon Ka Bas-2 ,Guda Guman Singh"
256,Guda Gumansingh,6,"Bhil Basti ,Guda Guman Singh"
256,Guda Gumansingh,7,"Lobuta Bas ,Guda Guman Singh"
256,Guda Gumansingh,8,"Raiko Ki Dhani ,Guda Guman Singh"
257,Padarla,1,New Colony Sewari Road Padarala
257,Padarla,2,"Meghwalon Ka Bas ,Padarala"
257,Padarla,3,"Sargaron Ka Vas ,Padarala"
257,Padarla,4,"Pechaka Ke Pas ,Padarala"
257,Padarla,5,"Ramdev Ji Mandir Ke Pas ,Padarala"
257,Padarla,6,"Mataji Ka Mandir ,Padarala"
257,Padarla,7,"Vadava Ke Pas ,Padarala"
257,Padarla,8,"Raiko Ka Vas ,Padarala"
258,Padarla,1,"Bhatanava Ke Pas ,Padarala"
258,Padarla,2,"Rajputo Ka Vas ,Padarala"
258,Padarla,3,"Charabhuja Mandir Gali ,Padarala"
258,Padarla,4,"Ravali Pol Gali ,Padarala"
258,Padarla,5,"Mahadev Ji Mandir Ke Pas ,Khindava"
258,Padarla,6,"Rajputo Ka Vas ,Khindava"
258,Padarla,7,"Meghwalon Ka Vas ,Khindava"
258,Padarla,8,"Meeno Ki Dhani ,Khindava"
259,Bijapur,1,"Chouraya Se Bhatund Road ,Bijapur"
259,Bijapur,2,"Police Chouki Gali ,Bijapur"
259,Bijapur,3,"Dhobiyo Ka Bas ,Bijapur"
259,Bijapur,4,"Purohito Ka Bas ,Bijapur"
259,Bijapur,5,"Devinagar Bijapur ,Bijapur"
260,Bijapur,1,"Chouhano Ka Bas ,Bijapur"
260,Bijapur,2,"Brahamano Ka Bas ,Bijapur"
260,Bijapur,3,"Somapuro Ka Bas ,Bijapur"
260,Bijapur,4,"Rathoudo Ka Bas ,Bijapur"
260,Bijapur,5,"Dahiyo Ka Bas ,Bijapur"
260,Bijapur,6,"Rebariyo Ka Bas ,Bijapur"
260,Bijapur,7,"Sovatiyo Ka Bas ,Bijapur"
261,Bijapur,1,"Ranavaton Ka Bas ,Bijapur"
261,Bijapur,2,"Ravana Rajputo Ka Bas ,Bijapur"
261,Bijapur,3,"Pani Ki Tanki Vali Gali ,Bijapur"
261,Bijapur,4,"Havala Vali Gali ,Bijapur"
261,Bijapur,5,"Maliyon Ka Bas ,Bijapur"
261,Bijapur,6,"Patwar Ghar Vali Gali ,Bijapur"
261,Bijapur,7,"Ravo Ka Bas ,Bijapur"
261,Bijapur,8,"Chhipo Ka Bas ,Bijapur"
261,Bijapur,9,"Kabutaron Ka Chowk Vali Gali ,Bijapur"
261,Bijapur,10,"Hingalaj Mataji Ki Gali ,Bijapur"
262,Bijapur,1,"Rebariyo Ka Bas ,Bijapur"
262,Bijapur,2,"Ghanchiyo Ka Bas ,Bijapur"
262,Bijapur,3,"Thikana ,Bijapur"
262,Bijapur,4,"Kamadaro Ka Bas ,Bijapur"
262,Bijapur,5,"Sutharo Ka Bas-1 ,Bijapur"
262,Bijapur,6,"Sutharo Ka Bas-2 ,Bijapur"
262,Bijapur,7,"New Colony ,Bijapur"
263,Bijapur,1,"Meeno Ka Bas ,Bijapur"
263,Bijapur,2,"Hiragaro V Meeno Ka Bas ,Bijapur"
263,Bijapur,3,"Ghachiyo Ka Bas ,Bijapur"
263,Bijapur,4,"Meghwalon Ka Bas ,Bijapur"
263,Bijapur,5,"Prajapaton Ka Bas ,Bijapur"
264,Bijapur,1,"Meghwalon Ka Bas ,Bijapur"
264,Bijapur,2,"Harijan Basti ,Bijapur"
264,Bijapur,3,"Meghwalon Ki Basti ,Bijapur"
264,Bijapur,4,"Bhil Basti ,Bijapur"
264,Bijapur,5,"Bangala Bijapur ,Bijapur"
264,Bijapur,6,"Takariya Dhani ,Bijapur"
264,Bijapur,7,"Meena Basti (rata Mahavir Ji) ,Bijapur"
265,Bijapur,1,"Rajput V Rebariyo Ka Bas ,Bijapur"
265,Bijapur,2,"Dholiyo Ka Bas ,Bijapur"
265,Bijapur,3,"Meghwalon Ka Bas ,Bijapur"
266,Kundal,1,"Nichali Phali ,Kundal"
266,Kundal,2,"Upali Phali ,Kundal"
267,Kundal,1,"Raidaro Ki Phali ,Kundal"
267,Kundal,2,"Varali Phali ,Kundal"
267,Kundal,3,"Khuni ,Kundal"
268,Bhatund,1,"Bariyo Ki Gali ,Bhatund"
268,Bhatund,2,"Taigo Ka Vas ,Bhatund"
268,Bhatund,3,"Chhoti Brahm Puri ,Bhatund"
269,Bhatund,1,"Chhoti Brahm Puri ,Bhatund"
269,Bhatund,2,"Mahadev Ji Ki Gali ,Bhatund"
269,Bhatund,3,"Kumharo Ka Vas ,Bhatund"
269,Bhatund,4,"Badi braham Puri ,Bhatund"
269,Bhatund,5,"Kumharo Ka Vas ,Bhatund"
270,Bhatund,1,"Khetalajika Bas ,Bhatund"
270,Bhatund,2,"Shitala Mata Gali ,Bhatund"
270,Bhatund,3,"Badi braham Puri ,Bhatund"
271,Bhatund,1,"Raiko Ka Vas ,Bhatund"
271,Bhatund,2,"Rebariyo Ka Vas ,Bhatund"
271,Bhatund,3,"Meeno Ka Vas Daknava ,Daknava (bhatunda)"
271,Bhatund,4,"Adivasi Shetra Khuni ,Khuni(bhatunda)"
271,Bhatund,5,"Adivasi Shetra Patela ,Patela(bhatunda)"
271,Bhatund,6,"Meeno Ka Vas Rela ,Rela(bhatunda)"
271,Bhatund,7,"Meeno Ka Vas Jojata ,Jojata (bhatunda)"
271,Bhatund,8,"Meeno Ka Vas Naya Sena ,Naya Sena (bhatunda)"
272,Bhatund,1,"Hiragaro Ka Bas ,Bhatund"
272,Bhatund,2,"Megavalo Ka Vas-1 ,Bhatund"
272,Bhatund,3,"Megavalo Ka Vas-2 ,Bhatund"
272,Bhatund,4,"Meeno Ka Vas ,Bhatund"
272,Bhatund,5,"Bhilo Ka Vas ,Bhatund"
272,Bhatund,6,"Jogiyo Ka Vas ,Bhatund"
273,Mori Gaon,1,"Rajputon Ka Bas-1 ,Mori Gaon"
273,Mori Gaon,2,"Rajapurohito Ka Bas ,Mori Gaon"
273,Mori Gaon,3,"Suaro Ka Bas ,Mori Gaon"
273,Mori Gaon,4,"Ravla Ki Gali ,Mori Gaon"
273,Mori Gaon,5,"Beda Marg-1 ,Mori Gaon"
273,Mori Gaon,6,"Meeno Ka Bas ,Mori Gaon"
273,Mori Gaon,7,"Beda Marg-2 ,Mori Gaon"
273,Mori Gaon,8,"Meghwalon Ka Vas ,Mori Gaon"
273,Mori Gaon,9,"Rebariyo Ka Bas ,Mori Gaon"
273,Mori Gaon,10,"Rajputon Ka Vas-2 ,Mori Gaon"
274,Varawal,1,"Varaval ,Varaval"
275,Dudani,1,"Kiro Ka Bas ,Dudani"
275,Dudani,2,"Hanuman Ki Gali ,Dudani"
275,Dudani,3,"Sutharo Ka Bas-1 ,Dudani"
275,Dudani,4,"Meghavalo Ka Bas ,Dudani"
276,Dudani,1,"Sutharo Ka Bas 2 ,Dudani"
276,Dudani,2,"Naiyo Ka Bas ,Dudani"
276,Dudani,3,"Rajputon Ka Bas ,Dudani"
276,Dudani,4,"Rebariyo Ka Bas ,Dudani"
276,Dudani,5,"Kumaharo Ka Bas ,Dudani"
277,Dudani,1,"Jagiyo Ka Vas ,Chhoti Dudani"
277,Dudani,2,"Rabariyo Ka Vas ,Chhoti Dudani"
277,Dudani,3,"Meghwalon Ka Vas ,Chhoti Dudani"
277,Dudani,4,"Rajputon Ka Vas-1 ,Chhoti Dudani"
277,Dudani,5,"Saragado Ka Vas ,Chhoti Dudani"
277,Dudani,6,"Rajputon Ka Vas-2 ,Chhoti Dudani"
277,Dudani,7,"Dholiyo Ka Vas ,Chhoti Dudani"
277,Dudani,8,"Menon Ka Vas ,Chhoti Dudani"
278,Raghunathpura,1,"Meno Ka Bas 1 ,Raghunath Pura"
278,Raghunathpura,2,"Bhilo Ka Vas ,Raghunath Pura"
278,Raghunathpura,3,"Meno Ka Vas-2 ,Raghunath Pura"
278,Raghunathpura,4,"Rebariyo Ka Vas-1 ,Raghunath Pura"
278,Raghunathpura,5,"Kumharo Ka Vas ,Raghunath Pura"
278,Raghunathpura,6,"Meghavalo Ka Vas ,Raghunath Pura"
278,Raghunathpura,7,"Rebairayo Ka Vas 2 ,Raghunath Pura"
279,Mori Station,1,"Dhedhava Bera ,Mori Station"
279,Mori Station,2,"Gujaro Ka Vas ,Mori Station"
279,Mori Station,3,"Rly. Kanloni ,Mori Station"
279,Mori Station,4,"Vaishnavo Ka Vas ,Mori Station"
279,Mori Station,5,"Bhil Basti ,Mori Station"
279,Mori Station,6,Mori Station
280,Velar,1,"Meeno Ka Vas ,Velar"
280,Velar,2,"Rajputon Ka Vas ,Velar"
280,Velar,3,"Hanuman Ji Chowk ,Velar"
280,Velar,4,"Jain Mandir ,Velar"
280,Velar,5,"Mahadev Mandir ,Velar"
280,Velar,6,"School Ki Gali ,Velar"
280,Velar,7,"Meghavalo Ka Vas ,Velar"
280,Velar,8,"Rabariyo Ka Vas-1 ,Velar"
280,Velar,9,"Mata Ji Ka Vas ,Velar"
280,Velar,10,"Bhilo Ka Vas ,Velar"
280,Velar,11,"Rabariyo Ka Vas-2 ,Velar"
280,Velar,12,"Jaleri Ke Pas ,Velar"
281,Kothar,1,"Sutharo Ka Vas ,Kothar"
281,Kothar,2,"Saragado Ka Vas ,Kothar"
281,Kothar,3,"Meghavalo Ka Vas ,Kothar"
281,Kothar,4,"Dholiyo Ka Vas ,Kothar"
281,Kothar,5,"Meeno Ka Vas ,Kothar"
281,Kothar,6,"Bhilo Ka Vas ,Kothar"
281,Kothar,7,"Kothar Maji Ka Mandir ,Kothar"
282,Kothar,1,"Dispensary Ke Samne ,Kothar"
282,Kothar,2,"School Ke Pas ,Kothar"
282,Kothar,3,"Rajputon Ka Vas ,Kothar"
282,Kothar,4,"School Ke Samne ,Kothar"
282,Kothar,5,"Rajputon Ka Vas ,Kothar"
283,Kothar,1,"Indra Colony ,Kothar"
283,Kothar,2,"Pavatiya Ka Wala ,Kothar"
283,Kothar,3,"Rabariyo Ka Vas ,Kothar"
283,Kothar,4,"Nana Road ,Kothar"
283,Kothar,5,"Patwar Ghar Ke Pas ,Kothar"
283,Kothar,6,"Gvala Ki Dhani ,Kothar"
284,Kumtiya,1,"Saragaro Ka Bas ,Kumtiya"
284,Kumtiya,2,"Dholiyo Ka Bas ,Kumtiya"
284,Kumtiya,3,"Gaon Ka Chohata ,Kumtiya"
284,Kumtiya,4,"Meghwalon Ka Bas ,Kumtiya"
285,Kumtiya,1,"Rajputon Ka Bas ,Kumtiya"
286,Sendala,1,"Kumharo Ka Bas-1 ,Sendala"
286,Sendala,2,"Rajputon Ka Bas ,Sendala"
286,Sendala,3,"Kumharo Ka Bas-2 ,Sendala"
286,Sendala,4,"Raiko Ka Bas ,Sendala"
287,Sendala,1,"Meghwalon Ka Vas-2 ,Sendala"
287,Sendala,2,"Megavalo Ka Bas-1 ,Sendala"
287,Sendala,3,"Meeno Ka Vas ,Sendala"
287,Sendala,4,"Kumharo Ka Vas ,Sendala"
287,Sendala,5,"Raiko Ka Vas ,Sendala"
288,Serava,1,"Serava Garasiyo Ka Vas ,Serava"
288,Serava,2,"Serava Bhilo Ka Vas ,Serava"
288,Serava,3,"Raiko Ki Bhagal ,Serava"
289,Beda,1,"Vera Pipaliya ,Beda"
289,Beda,2,"Samaj Kalyan Ke Pas ,Beda"
289,Beda,3,"New Abadi ,Beda"
289,Beda,4,"Ashapura mil ,Beda"
289,Beda,5,"Bas Stand ,Beda"
289,Beda,6,"Bas staind Gali ,Beda"
289,Beda,7,"Aamarod ,Beda"
289,Beda,8,"Tanki Vali Gali ,Beda"
289,Beda,9,"Hospital ,Beda"
289,Beda,10,"Havala Gali ,Beda"
289,Beda,11,"Choupalo Ki Gali ,Beda"
289,Beda,12,"Masjid Gali ,Beda"
289,Beda,13,"Meno Ka Vas ,Beda"
290,Beda,1,"Meghavalo Ka Vas ,Beda"
290,Beda,2,"Regaro Ka Vas ,Beda"
290,Beda,3,"Main Bazar ,Beda"
290,Beda,4,"Hiragaro Ka Vas ,Beda"
290,Beda,5,"Bazar ,Beda"
290,Beda,6,"Meghwalon Ka Vas ,Beda"
290,Beda,7,"Saragado Ka Vas ,Beda"
290,Beda,8,"Hanuman Ji Gali ,Beda"
290,Beda,9,"Chopavato Ka Vas ,Beda"
291,Beda,1,"Hiragaron Ka Mohalla ,Beda"
291,Beda,2,"Amba Mata Shetra ,Beda"
291,Beda,3,"Bayos Ka Shetra ,Beda"
292,Beda,1,"Parthvi Road ,Beda"
292,Beda,2,"Pachanyat Daravaja Ke Pas ,Beda"
292,Beda,3,"Panchayat Daravaja ,Beda"
292,Beda,4,"Bas Stand Ke Pas ,Beda"
292,Beda,5,"Pachanyat Ke Pas ,Beda"
292,Beda,6,"Luharo Ka Vas ,Beda"
292,Beda,7,"Chouhano Ki Gali ,Beda"
292,Beda,8,"Chouhano Ka Purana Vas ,Beda"
293,Beda,1,"Devasi Mohalla ,Beda"
293,Beda,2,"Colony Road ,Beda"
293,Beda,3,"Lata Field Shetra ,Beda"
293,Beda,4,"Talab Ke Pas ,Beda"
293,Beda,5,"Amba Mata Shetra ,Beda"
293,Beda,6,"Colony Shetra ,Beda"
294,Beda,1,"Yadavo Ka Mohalla ,Beda"
294,Beda,2,"Kamadaro Ka Mohalla ,Beda"
294,Beda,3,"Chhatariyo Ka Mohalla ,Beda"
294,Beda,4,"Rajputon Ki Gali-1 ,Beda"
294,Beda,5,"Ravla Pichhe Ki Gali ,Beda"
294,Beda,6,"Ghachiyo Ka Mohalla-2 ,Beda"
294,Beda,7,"Ghanchiyo Ka Mohalla-1 ,Beda"
294,Beda,8,"Upasara ,Beda"
294,Beda,9,"Shri Ram Ji Babaji Ki Gali ,Beda"
294,Beda,10,"Jain Dhal Vali Gali ,Beda"
294,Beda,11,"Jakn Araghanahal Gali ,Beda"
294,Beda,12,"Upalavas ,Beda"
294,Beda,13,"Gomaji Ka Mohalla ,Beda"
294,Beda,14,"Brahampuri Mohalla ,Beda"
294,Beda,15,"Ravo Ka Mohalla ,Beda"
294,Beda,16,"Main Bazar ,Beda"
295,Beda,1,"Dakaghar Mohalla ,Beda"
295,Beda,2,"Dholiyo Ka Vas ,Beda"
295,Beda,3,"Rajputon Ki Gali-2 ,Beda"
295,Beda,4,"Kumharo Ka Mohalla ,Beda"
295,Beda,5,"Meghwalon Ka Mohalla ,Beda"
295,Beda,6,"Meghavalo Ka Mohalla ,Beda"
295,Beda,7,"Nana Daravaja ,Beda"
295,Beda,8,"Rebariyon Ka Vas ,Beda"
296,Beda,1,"Tilakeshvar Mahadev Shetra ,Beda"
296,Beda,2,"Panetara ,Beda"
296,Beda,3,"Tilakeshvar Mahadev Shetra ,Beda"
297,Rela Beda,1,"Bhilava Bera ,Rela beda"
297,Rela Beda,2,"Bera Bhakavari ,Rela Beda"
297,Rela Beda,3,"Bera Pipaliya ,Rela Beda"
297,Rela Beda,4,"Bera Khejariya ,Rela Beda"
297,Rela Beda,5,"Mahadev Ji Ka Mandir ,Rela Beda"
298,Juna Beda,1,"Tala ,Beda Gaon"
298,Juna Beda,2,"Juna Beda ,Beda Gaon"
298,Juna Beda,3,"Idola ,Beda Gaon"
298,Juna Beda,4,"Saravajha Shetra ,Beda Gaon"
298,Juna Beda,5,"Hanuman Chowk Rela ,Beda Gaon"
299,Ronwara,1,"Pili Ki Dhal ,Beda"
299,Ronwara,2,"Ronavada ,Beda"
299,Ronwara,3,"Pavatiya ,Beda"
300,Kuran,1,"Kotivada ,Kuran"
300,Kuran,2,"Sarali Beri ,Kuran"
300,Kuran,3,"Talav Phali ,Kuran"
300,Kuran,4,"Reki Phali ,Kuran"
300,Kuran,5,"Janbu Phali ,Kuran"
300,Kuran,6,"Ubiya Phali ,Kuran"
301,Kuran,1,"Chouhan Ki Phali ,Kuran"
301,Kuran,2,"Khadra Phali ,Kuran"
301,Kuran,3,"Mavari Pani ,Kuran"
301,Kuran,4,"Kuti Bhata ,Kuran"
301,Kuran,5,"Khakharon Ki Phali ,Kuran"
301,Kuran,6,"Dolari Varala ,Kuran"
301,Kuran,7,"Bhaga Varala ,Kuran"
302,Khetrali,1,"Khaira Phali ,Khetarali"
302,Khetrali,2,"Sangari Vahanga ,Khetarali"
302,Khetrali,3,"Goda Chhapar Phali ,Khetarali"
302,Khetrali,4,"Khetarali Khada ,Khetarali"
302,Khetrali,5,"Vansiya Phali ,Khetarali"
302,Khetrali,6,"Dang Phali ,Khetarali"
302,Khetrali,7,"Sari Phali ,Khetarali"
302,Khetrali,8,"Nichala Kandava Phali ,Khetarali"
302,Khetrali,9,"Uparala Kandava Phali ,Khetarali"
303,Khetrali,1,"Nichali Phali ,Khetarali"
303,Khetrali,2,"Upali Phali ,Khetarali"
303,Khetrali,3,"Male Wala Phali ,Khetarali"
303,Khetrali,4,"Malachhapar,Khetarali"
303,Khetrali,5,"Dhay Phali ,Khetarali"
303,Khetrali,6,"Chhapar Phali ,Khetarali"
303,Khetrali,7,"Mandiya Karaya Phali ,Khetarali"
303,Khetrali,8,"Vager Bhegara Phali ,Khetarali"
303,Khetrali,9,"Ugampura,Khetarli"
304,Korwa,1,"Kala Tokara ,Korwa"
304,Korwa,2,"Khdakul Phali ,Korava"
304,Korwa,3,"Javali Phali ,Korava"
305,Goriya,1,"Kapidhara ,Goriya"
305,Goriya,2,"Mama Phali ,Goriya"
305,Goriya,3,"Vagaliya Varala ,Goriya"
305,Goriya,4,"Labasiya ,Goriya"
305,Goriya,5,"Panihara ,Goriya"
306,Goriya,1,"Thala Phali ,Goriya"
306,Goriya,2,"Vasaravara ,Goriya"
306,Goriya,3,"Vateriya ,Goriya"
306,Goriya,4,"Nadiya Phali ,Goriya"
306,Goriya,5,"Jalava ,Goriya"
306,Goriya,6,"Banajara ,Goriya"
307,Danvarli,1,"Nichala Phalaniya ,Danavarali"
307,Danvarli,2,"Uparala Phalaniya ,Danavarali"
307,Danvarli,3,Danavrali
307,Danvarli,4,"Jutiya Phali ,Danavarali"
307,Danvarli,5,"Danavarali Chouraha ,Danavarali"
308,Berdi,1,Beradi
308,Berdi,2,"Kumatiya Ki Bhagal ,Beradi"
308,Berdi,3,"Pili Ki Dhal ,Beradi"
308,Berdi,4,Beradi
309,Kakradi,1,"Khuna Phali ,Kakaradi"
309,Kakradi,2,"Mala Phali ,Kakaradi"
309,Kakradi,3,"Imali Phali ,Kakaradi"
309,Kakradi,4,"Uparali Khuni ,Kakaradi"
309,Kakradi,5,"Nichali Khuni ,Kakaradi"
310,Kakradi,1,"Goiri Phali ,Kakaradi"
310,Kakradi,2,"Bhagali Phali ,Kakaradi"
310,Kakradi,3,"Dhuniya Ri Vali ,Kakaradi"
310,Kakradi,4,"Kotaya Khanra (aradava) ,Kakaradi"
310,Kakradi,5,"Aradava Phali ,Kakaradi"
310,Kakradi,6,"Khanra Phali ,Kakaradi"
311,Sankara,1,"Ajaniya ,Sabhanravada"
311,Sankara,2,"Katira Khet ,Sabhanravada"
311,Sankara,3,"Kundaliya ,Sabhanravada"
311,Sankara,4,"Sabharavanda ,Sabhanravada"
311,Sankara,5,"Sankada ,Sabhanravada"
312,Kolwara,1,"Nichala Kolavada ,Kolavada"
312,Kolwara,2,"Uparala Kolavada ,Kolavada"
313,Bharla,1,"Nichala Bharala Vare Ke Pas ,Bharala"
313,Bharla,2,"Nichala Bharala School Ke Pas ,Bharala"
313,Bharla,3,"Rupani ,Bharala"
313,Bharla,4,"Somaram Ji Ki Gali-1 ,Bharala"
313,Bharla,5,"Dhavari Neri ,Bharala"
313,Bharla,6,"Somaram Ji Ki Gali-2 ,Bharala"
314,Bharla,1,"Upala Bharala ,Bharala"
314,Bharla,2,"Bharala Gudasari ,Bharala"
314,Bharla,3,"Rotiya Phali ,Bharala"
314,Bharla,4,"Bharala Devara ,Bharala"
315,Rampura,1,"Rebariyon Ka Bas, reliya Bhagal, Rampura"
315,Rampura,2,"Meeno V Garasiya Basti ,Kharada, Rampura"
315,Rampura,3,"Garasiya Basti ,Ramatanadi, Rampura"
316,Rampura,1,"School Ke Pas Bhil Basti ,Rampura"
316,Rampura,2,"Ramtanadi Road Bhil Basti , Rampura"
316,Rampura,3,"Gongalo Ki Bhagal , Rampura"
316,Rampura,4,"Bhil Basti ,Rampura"
317,Gordhanpura,1,Goradhanpura
317,Gordhanpura,2,"Sarju Vali, Baradiya"
317,Gordhanpura,3,"Sarajuvali Garasiya Basti, Goradhanpura"
317,Gordhanpura,4,"Puliya Vali Phali ,Baradiya"
318,Gordhanpura,1,"Rebariyon Ka Vas ,Goradhanpura"
318,Gordhanpura,2,"Chhaparo Ki Phali ,Goradhanpura"
318,Gordhanpura,3,"Puliye Ke Pas Vali Phali ,Goradhanpura"
318,Gordhanpura,4,"Garasiya Phali ,Goradhanpura"
319,Virampura,1,"Rajputon Ki Gali (bhandra Marg Par ) ,Viram Pura"
319,Virampura,2,"Rajputon Ki Gali ( Nana Marg Para) ,Viram Pura"
319,Virampura,3,"Meghwalon Ki Gali School Ke Pas ,Viram Pura"
319,Virampura,4,"Meno Ki Gali School Ke Pas ,Viram Pura"
319,Virampura,5,"School Ki Gali ,Viram Pura"
319,Virampura,6,"Maliyo Ki Gali ,Viram Pura"
319,Virampura,7,"Meghwalon Ki Gali Chamunderi Marg Par ,Viram Pura"
319,Virampura,8,"Lal Ji Ka Beda ,Viram Pura"
319,Virampura,9,"Dhanasingh Ka Beda ,Viram Pura"
319,Virampura,10,"Karan Singh Ki Gali ,Viram Pura"
319,Virampura,11,"Sutharo Ki Gali ,Viram Pura"
319,Virampura,12,"Por Ke Andra ,Viram Pura"
319,Virampura,13,"Raidaso Ki Gali ,Viram Pura"
319,Virampura,14,"Meno Ki Gali Bhandra Marg Par ,Viram Pura"
319,Virampura,15,"Ghachiyo Ki Gali ,Viram Pura"
319,Virampura,16,"Bhavala Ka Bera ,Viram Pura"
319,Virampura,17,"Amarasingh Ka Bera ,Viram Pura"
319,Virampura,18,"Karaka Man Mandir Ke Pas ,Viram Pura"
320,Bhandar,1,"Darwaje Ke Pas ,Bhandar"
320,Bhandar,2,"Jain Mandir Ke Samne ,Bhandar"
320,Bhandar,3,"Mandir Ke Pichhe Ki Gali ,Bhandar"
320,Bhandar,4,"Kumharo Ki Gali ,Bhandar"
320,Bhandar,5,"Meghavalo Ki Gali ,Bhandar"
